requisito_id,tipo,licenca,documento,modulo,topico,teste_aderencia,evidencia_esperada,peso,impacto
R.136,,,LAS_RAS,"MÓDULO 5 — ASPECTOS, IMPACTOS E MEDIDAS",Tópico 5.8 – Qualidade Ambiental,O relatório apresenta informações de qualidade da água e subterrânea?,c) Resultados,,
R.137,,,LAS_RAS,"MÓDULO 5 — ASPECTOS, IMPACTOS E MEDIDAS",Tópico 5.8 – Qualidade Ambiental,O relatório apresenta informações de qualidade da água e subterrânea?,"d) Indicações de não aplicabilidade, quando for o caso",,
R.138,,,LAS_RAS,"MÓDULO 5 — ASPECTOS, IMPACTOS E MEDIDAS",Tópico 5.9 – Fauna,Os impactos sobre fauna foram identificados?,a) Ocorrência de impacto,,
R.139,,,LAS_RAS,"MÓDULO 5 — ASPECTOS, IMPACTOS E MEDIDAS",Tópico 5.9 – Fauna,Os impactos sobre fauna foram identificados?,b) Medidas adotadas,,
R.140,,,LAS_RAS,"MÓDULO 5 — ASPECTOS, IMPACTOS E MEDIDAS",Tópico 5.9 – Fauna,Os impactos sobre fauna foram identificados?,c) Necessidade de manejo,,
R.141,,,LAS_RAS,"MÓDULO 5 — ASPECTOS, IMPACTOS E MEDIDAS",Tópico 5.9 – Fauna,Os impactos sobre fauna foram identificados?,d) Referência ao Módulo 6 quando aplicável,,
R.142,,,LAS_RAS,"MÓDULO 5 — ASPECTOS, IMPACTOS E MEDIDAS",Tópico 5.10 – Impactos Socioeconômicos,Houve identificação de impactos sociais?,a) Deslocamento de populações,,
R.143,,,LAS_RAS,"MÓDULO 5 — ASPECTOS, IMPACTOS E MEDIDAS",Tópico 5.10 – Impactos Socioeconômicos,Houve identificação de impactos sociais?,b) Uso do solo no entorno,,
R.144,,,LAS_RAS,"MÓDULO 5 — ASPECTOS, IMPACTOS E MEDIDAS",Tópico 5.10 – Impactos Socioeconômicos,Houve identificação de impactos sociais?,c) Medidas mitigadoras,,
R.145,,,LAS_RAS,"MÓDULO 5 — ASPECTOS, IMPACTOS E MEDIDAS",Tópico 5.10 – Impactos Socioeconômicos,Houve identificação de impactos sociais?,d) Informações completas,,
R.146,,,LAS_RAS,"MÓDULO 5 — ASPECTOS, IMPACTOS E MEDIDAS",Tópico 5.11 – Outros Impactos,O RAS considera todos os impactos adicionais?,a) Identificação de impactos não contemplados,,
R.147,,,LAS_RAS,"MÓDULO 5 — ASPECTOS, IMPACTOS E MEDIDAS",Tópico 5.11 – Outros Impactos,O RAS considera todos os impactos adicionais?,b) Medidas de controle,,
R.148,,,LAS_RAS,"MÓDULO 5 — ASPECTOS, IMPACTOS E MEDIDAS",Tópico 5.11 – Outros Impactos,O RAS considera todos os impactos adicionais?,c) Ações de mitigação,,
R.149,,,LAS_RAS,"MÓDULO 5 — ASPECTOS, IMPACTOS E MEDIDAS",Tópico 5.11 – Outros Impactos,O RAS considera todos os impactos adicionais?,d) Planos de acompanhamento,,
R.150,,,LAS_RAS,MÓDULO 6 — ANEXOS,Tópico 6.1 – Anexos Obrigatórios,Todos os anexos obrigatórios foram incluídos?,a) Shapefiles e planta topográfica georreferenciada,,
R.151,,,LAS_RAS,MÓDULO 6 — ANEXOS,Tópico 6.1 – Anexos Obrigatórios,Todos os anexos obrigatórios foram incluídos?,b) Relatório fotográfico,,
R.152,,,LAS_RAS,MÓDULO 6 — ANEXOS,Tópico 6.1 – Anexos Obrigatórios,Todos os anexos obrigatórios foram incluídos?,c) Anexos espeleológicos quando exigidos,,
R.153,,,LAS_RAS,MÓDULO 6 — ANEXOS,Tópico 6.1 – Anexos Obrigatórios,Todos os anexos obrigatórios foram incluídos?,d) Outros documentos obrigatórios conforme TR,,
R.154,,,LAS_RAS,MÓDULO 6 — ANEXOS,Tópico 6.2 – Anexos Complementares,Os anexos adicionais foram incluídos quando aplicáveis?,a) AVCB,,
R.155,,,LAS_RAS,MÓDULO 6 — ANEXOS,Tópico 6.2 – Anexos Complementares,Os anexos adicionais foram incluídos quando aplicáveis?,b) Estudo hidrogeológico,,
R.156,,,LAS_RAS,MÓDULO 6 — ANEXOS,Tópico 6.2 – Anexos Complementares,Os anexos adicionais foram incluídos quando aplicáveis?,c) Anuências diversas,,
R.157,,,LAS_RAS,MÓDULO 6 — ANEXOS,Tópico 6.2 – Anexos Complementares,Os anexos adicionais foram incluídos quando aplicáveis?,d) ART(s) de elaboração,,
R.158,,LAC1,EIA,1. INTRODUÇÃO,1.0 – Diretrizes Gerais da Introdução,A introdução apresenta visão geral clara e estruturada do empreendimento e do contexto do EIA-RIMA?,a) Apresentação geral do empreendimento e do estudo,,
R.159,,,EIA,1. INTRODUÇÃO,1.0 – Diretrizes Gerais da Introdução,A introdução apresenta visão geral clara e estruturada do empreendimento e do contexto do EIA-RIMA?,"b) Conexão entre descrição, histórico e justificativa",,
R.160,,,EIA,1. INTRODUÇÃO,1.0 – Diretrizes Gerais da Introdução,A introdução apresenta visão geral clara e estruturada do empreendimento e do contexto do EIA-RIMA?,"c) Clareza sobre localização, enquadramento e relevância",,
R.161,,,EIA,1. INTRODUÇÃO,1.0 – Diretrizes Gerais da Introdução,A introdução apresenta visão geral clara e estruturada do empreendimento e do contexto do EIA-RIMA?,"d) Integração com módulos posteriores (diagnóstico, impactos, programas)",,
R.162,,,EIA,1. INTRODUÇÃO,1.1 – Descrição do Empreendimento,A descrição apresenta claramente o empreendimento e seu enquadramento na DN 217?,a) Tipo de empreendimento,,
R.163,,,EIA,1. INTRODUÇÃO,1.1 – Descrição do Empreendimento,A descrição apresenta claramente o empreendimento e seu enquadramento na DN 217?,b) Atividade principal,,
R.164,,,EIA,1. INTRODUÇÃO,1.1 – Descrição do Empreendimento,A descrição apresenta claramente o empreendimento e seu enquadramento na DN 217?,c) Localização geral,,
R.165,,,EIA,1. INTRODUÇÃO,1.1 – Descrição do Empreendimento,A descrição apresenta claramente o empreendimento e seu enquadramento na DN 217?,d) Critérios de enquadramento na DN 217/2017,,
R.166,,,EIA,1. INTRODUÇÃO,1.1 – Descrição do Empreendimento,A descrição apresenta claramente o empreendimento e seu enquadramento na DN 217?,e) Classe e código da tipologia,,
R.167,,,EIA,1. INTRODUÇÃO,1.1 – Descrição do Empreendimento,A descrição apresenta claramente o empreendimento e seu enquadramento na DN 217?,f) Porte e potencial poluidor,,
R.168,,,EIA,1. INTRODUÇÃO,1.1 – Descrição do Empreendimento,A descrição apresenta claramente o empreendimento e seu enquadramento na DN 217?,g) Justificativa técnica do enquadramento,,
R.169,,,EIA,1. INTRODUÇÃO,1.2 – Cronograma de Instalação e Operação,O cronograma está claro e compatível com o desenvolvimento do projeto?,a) Fase de instalação,,
R.170,,,EIA,1. INTRODUÇÃO,1.2 – Cronograma de Instalação e Operação,O cronograma está claro e compatível com o desenvolvimento do projeto?,b) Fase de operação,,
R.171,,,EIA,1. INTRODUÇÃO,1.2 – Cronograma de Instalação e Operação,O cronograma está claro e compatível com o desenvolvimento do projeto?,c) Marcos principais,,
R.172,,,EIA,1. INTRODUÇÃO,1.2 – Cronograma de Instalação e Operação,O cronograma está claro e compatível com o desenvolvimento do projeto?,d) Duração estimada das etapas,,
R.173,,,EIA,1. INTRODUÇÃO,1.2 – Cronograma de Instalação e Operação,O cronograma está claro e compatível com o desenvolvimento do projeto?,e) Relação com atividades potencialmente impactantes,,
R.174,Instrução,LAC1,EIA,1. INTRODUÇÃO,1.3 – Histórico do Empreendimento e do Licenciamento,"O histórico está completo, coerente e alinhado ao processo regulatório?",a) Histórico do empreendimento,,
R.175,Instrução,LAC1,EIA,1. INTRODUÇÃO,1.3 – Histórico do Empreendimento e do Licenciamento,"O histórico está completo, coerente e alinhado ao processo regulatório?",b) Processos anteriores de licenciamento,,
R.176,Instrução,LAC1,EIA,1. INTRODUÇÃO,1.3 – Histórico do Empreendimento e do Licenciamento,"O histórico está completo, coerente e alinhado ao processo regulatório?",c) Atos autorizativos emitidos,,
R.177,Instrução,LAC1,EIA,1. INTRODUÇÃO,1.3 – Histórico do Empreendimento e do Licenciamento,"O histórico está completo, coerente e alinhado ao processo regulatório?",d) Alterações ou ampliações anteriores,,
R.178,Instrução,LAC1,EIA,1. INTRODUÇÃO,1.3 – Histórico do Empreendimento e do Licenciamento,"O histórico está completo, coerente e alinhado ao processo regulatório?",e) Situação atual do licenciamento,,
R.179,Instrução,LAC1,EIA,1. INTRODUÇÃO,1.4 – Objetivos e Relevância do Empreendimento,Os objetivos e a relevância foram apresentados adequadamente?,a) Objetivo principal do empreendimento,,
R.180,Instrução,LAC1,EIA,1. INTRODUÇÃO,1.4 – Objetivos e Relevância do Empreendimento,Os objetivos e a relevância foram apresentados adequadamente?,b) Relevância econômica,,
R.181,Instrução,LAC1,EIA,1. INTRODUÇÃO,1.4 – Objetivos e Relevância do Empreendimento,Os objetivos e a relevância foram apresentados adequadamente?,c) Relevância social,,
R.182,Instrução,LAC1,EIA,1. INTRODUÇÃO,1.4 – Objetivos e Relevância do Empreendimento,Os objetivos e a relevância foram apresentados adequadamente?,d) Relevância política,,
R.183,Instrução,LAC1,EIA,1. INTRODUÇÃO,1.4 – Objetivos e Relevância do Empreendimento,Os objetivos e a relevância foram apresentados adequadamente?,e) Abrangência territorial,,
R.184,Instrução,LAC1,EIA,1. INTRODUÇÃO,1.5 – Mapa de Localização Regional,O mapa atende aos requisitos técnicos?,a) Localização regional,,
R.185,,LAC1,EIA,1. INTRODUÇÃO,1.5 – Mapa de Localização Regional,O mapa atende aos requisitos técnicos?,b) Municípios do entorno,,
R.186,,LAC1,EIA,1. INTRODUÇÃO,1.5 – Mapa de Localização Regional,O mapa atende aos requisitos técnicos?,c) Malha viária principal,,
R.187,,LAC1,EIA,1. INTRODUÇÃO,1.5 – Mapa de Localização Regional,O mapa atende aos requisitos técnicos?,d) Elementos cartográficos obrigatórios,,
R.188,,LAC1,EIA,1. INTRODUÇÃO,1.5 – Mapa de Localização Regional,O mapa atende aos requisitos técnicos?,e) Coordenadas do empreendimento,,
R.189,,LAC1,EIA,1. INTRODUÇÃO,1.6 – Ambiente Prévio,A síntese ambiental está clara e representativa?,"a) Meio físico (relevo, solos, clima, hidrologia)",,
R.190,,LAC1,EIA,1. INTRODUÇÃO,1.6 – Ambiente Prévio,A síntese ambiental está clara e representativa?,b) Meio biótico (flora e fauna),,
R.191,,LAC1,EIA,1. INTRODUÇÃO,1.6 – Ambiente Prévio,A síntese ambiental está clara e representativa?,c) Uso e ocupação do solo,,
R.192,,LAC1,EIA,1. INTRODUÇÃO,1.6 – Ambiente Prévio,A síntese ambiental está clara e representativa?,d) Aspectos socioeconômicos,,
R.193,,LAC1,EIA,1. INTRODUÇÃO,1.6 – Ambiente Prévio,A síntese ambiental está clara e representativa?,e) Áreas sensíveis,,
R.194,,LAC1,EIA,1. INTRODUÇÃO,"1.7 – Justificativa Socioambiental, Econômica e Técnica","A justificativa abrange critérios técnicos, socioambientais e de planejamento?",a) Justificativa técnica,,
R.195,,LAC1,EIA,1. INTRODUÇÃO,"1.7 – Justificativa Socioambiental, Econômica e Técnica","A justificativa abrange critérios técnicos, socioambientais e de planejamento?",b) Justificativa econômica,,
R.196,,LAC1,EIA,1. INTRODUÇÃO,"1.7 – Justificativa Socioambiental, Econômica e Técnica","A justificativa abrange critérios técnicos, socioambientais e de planejamento?",c) Justificativa socioambiental,,
R.197,,LAC1,EIA,1. INTRODUÇÃO,"1.7 – Justificativa Socioambiental, Econômica e Técnica","A justificativa abrange critérios técnicos, socioambientais e de planejamento?",d) Relação com o planejamento do setor,,
R.198,,LAC1,EIA,1. INTRODUÇÃO,"1.7 – Justificativa Socioambiental, Econômica e Técnica","A justificativa abrange critérios técnicos, socioambientais e de planejamento?",e) Abrangência e magnitude dos impactos,,
R.199,,LAC1,EIA,2. IDENTIFICAÇÃO,2.0 – Diretrizes Gerais da Identificação,"As informações de identificação do empreendedor, empreendimento e responsável técnico estão completas e atualizadas?",a) Dados essenciais completos e consistentes,,
R.200,,LAC1,EIA,2. IDENTIFICAÇÃO,2.0 – Diretrizes Gerais da Identificação,"As informações de identificação do empreendedor, empreendimento e responsável técnico estão completas e atualizadas?",b) Conformidade com documentos oficiais,,
R.201,,LAC1,EIA,2. IDENTIFICAÇÃO,2.0 – Diretrizes Gerais da Identificação,"As informações de identificação do empreendedor, empreendimento e responsável técnico estão completas e atualizadas?",c) Integração entre identificação e enquadramento (Cap. 1.1),,
R.202,,LAC1,EIA,2. IDENTIFICAÇÃO,2.1 – Identificação do Empreendedor,Os dados do empreendedor foram apresentados corretamente?,a) Pessoa física ou jurídica,,
R.203,,LAC1,EIA,2. IDENTIFICAÇÃO,2.1 – Identificação do Empreendedor,Os dados do empreendedor foram apresentados corretamente?,b) Razão social / nome,,
R.204,,LAC1,EIA,2. IDENTIFICAÇÃO,2.1 – Identificação do Empreendedor,Os dados do empreendedor foram apresentados corretamente?,c) CNPJ ou CPF,,
R.205,,LAC1,EIA,2. IDENTIFICAÇÃO,2.1 – Identificação do Empreendedor,Os dados do empreendedor foram apresentados corretamente?,d) Endereço,,
R.206,,LAC1,EIA,2. IDENTIFICAÇÃO,2.1 – Identificação do Empreendedor,Os dados do empreendedor foram apresentados corretamente?,e) Contatos,,
R.207,,LAC1,EIA,2. IDENTIFICAÇÃO,2.2 – Identificação do Empreendimento,A identificação é coerente com o projeto?,a) Nome do empreendimento,,
R.208,,LAC1,EIA,2. IDENTIFICAÇÃO,2.2 – Identificação do Empreendimento,A identificação é coerente com o projeto?,b) Código da tipologia na DN 217,,
R.209,,LAC1,EIA,2. IDENTIFICAÇÃO,2.2 – Identificação do Empreendimento,A identificação é coerente com o projeto?,c) Atividades vinculadas,,
R.210,,LAC1,EIA,2. IDENTIFICAÇÃO,2.2 – Identificação do Empreendimento,A identificação é coerente com o projeto?,d) Localização,,
R.211,,LAC1,EIA,2. IDENTIFICAÇÃO,2.2 – Identificação do Empreendimento,A identificação é coerente com o projeto?,e) Coordenadas principais,,
R.212,,LAC1,EIA,2. IDENTIFICAÇÃO,2.3 – Empresa Responsável pelo EIA-RIMA,A empresa ou profissional está completamente identificado?,a) Razão social,,
R.213,,LAC1,EIA,2. IDENTIFICAÇÃO,2.3 – Empresa Responsável pelo EIA-RIMA,A empresa ou profissional está completamente identificado?,b) Endereço,,
R.214,,LAC1,EIA,2. IDENTIFICAÇÃO,2.3 – Empresa Responsável pelo EIA-RIMA,A empresa ou profissional está completamente identificado?,c) CNPJ / CPF,,
R.215,,LAC1,EIA,2. IDENTIFICAÇÃO,2.3 – Empresa Responsável pelo EIA-RIMA,A empresa ou profissional está completamente identificado?,d) Contato telefônico,,
R.216,,LAC1,EIA,2. IDENTIFICAÇÃO,2.3 – Empresa Responsável pelo EIA-RIMA,A empresa ou profissional está completamente identificado?,e) E-mail institucional,,
R.217,,LAC1,EIA,2. IDENTIFICAÇÃO,2.3 – Empresa Responsável pelo EIA-RIMA,A empresa ou profissional está completamente identificado?,f) Nº do CTF/AIDA,,
R.218,,LAC1,EIA,3. ESTUDO DE ALTERNATIVAS,3.0 – Diretrizes Gerais das Alternativas,"As alternativas locacionais, tecnológicas e a alternativa zero foram apresentadas e comparadas adequadamente?",a) Apresentação clara das alternativas,,
R.219,,LAC1,EIA,3. ESTUDO DE ALTERNATIVAS,3.0 – Diretrizes Gerais das Alternativas,"As alternativas locacionais, tecnológicas e a alternativa zero foram apresentadas e comparadas adequadamente?",b) Comparação estruturada por critérios ambientais,,
R.220,,LAC1,EIA,3. ESTUDO DE ALTERNATIVAS,3.0 – Diretrizes Gerais das Alternativas,"As alternativas locacionais, tecnológicas e a alternativa zero foram apresentadas e comparadas adequadamente?",c) Coerência com regras do TR e DN 217,,
R.221,,LAC1,EIA,3. ESTUDO DE ALTERNATIVAS,3.1 – Alternativas Locacionais,Três alternativas locacionais foram apresentadas e comparadas?,a) Descrição das alternativas,,
R.222,,LAC1,EIA,3. ESTUDO DE ALTERNATIVAS,3.1 – Alternativas Locacionais,Três alternativas locacionais foram apresentadas e comparadas?,c) Restrições legais e ambientais,,
R.223,,LAC1,EIA,3. ESTUDO DE ALTERNATIVAS,3.1 – Alternativas Locacionais,Três alternativas locacionais foram apresentadas e comparadas?,d) Mapa obrigatório,,
R.224,,LAC1,EIA,3. ESTUDO DE ALTERNATIVAS,3.1 – Alternativas Locacionais,Três alternativas locacionais foram apresentadas e comparadas?,e) Parâmetros ambientais analisados,,
R.225,,LAC1,EIA,3. ESTUDO DE ALTERNATIVAS,3.1 – Alternativas Locacionais,Três alternativas locacionais foram apresentadas e comparadas?,f) Matriz multicriterial comparativa,,
R.226,,LAC1,EIA,3. ESTUDO DE ALTERNATIVAS,3.2 – Alternativas Tecnológicas,As alternativas tecnológicas foram descritas e comparadas?,a) Alternativas para fase de instalação,,
R.227,,LAC1,EIA,3. ESTUDO DE ALTERNATIVAS,3.2 – Alternativas Tecnológicas,As alternativas tecnológicas foram descritas e comparadas?,b) Alternativas para fase de operação,,
R.228,,LAC1,EIA,3. ESTUDO DE ALTERNATIVAS,3.2 – Alternativas Tecnológicas,As alternativas tecnológicas foram descritas e comparadas?,c) Pontos positivos e negativos,,
R.229,,LAC1,EIA,3. ESTUDO DE ALTERNATIVAS,3.2 – Alternativas Tecnológicas,As alternativas tecnológicas foram descritas e comparadas?,d) Avaliação de eficiência e risco,,
R.230,,LAC1,EIA,3. ESTUDO DE ALTERNATIVAS,3.2 – Alternativas Tecnológicas,As alternativas tecnológicas foram descritas e comparadas?,e) Justificativa da alternativa escolhida,,
R.231,,LAC1,EIA,3. ESTUDO DE ALTERNATIVAS,3.3 – Alternativa Zero,O cenário de não implantação foi incluído e comparado?,a) Definição do cenário sem projeto,,
R.232,,LAC1,EIA,3. ESTUDO DE ALTERNATIVAS,3.3 – Alternativa Zero,O cenário de não implantação foi incluído e comparado?,b) Prognóstico ambiental deste cenário,,
R.233,,LAC1,EIA,3. ESTUDO DE ALTERNATIVAS,3.3 – Alternativa Zero,O cenário de não implantação foi incluído e comparado?,c) Comparação com alternativas locacionais,,
R.234,,LAC1,EIA,3. ESTUDO DE ALTERNATIVAS,3.3 – Alternativa Zero,O cenário de não implantação foi incluído e comparado?,d) Comparação com alternativas tecnológicas,,
R.235,,LAC1,EIA,3. ESTUDO DE ALTERNATIVAS,3.3 – Alternativa Zero,O cenário de não implantação foi incluído e comparado?,e) Identificação dos impactos positivos e negativos,,
R.236,,LAC1,EIA,4. Caracterização do Empreendimento/Atividade e Aspectos Ambientais,4.1 Introdução e Contexto do Empreendimento,"O documento descreve claramente o empreendimento (objetivo, porte, justificativa e cronograma)?",a) Descrição clara das motivações e justificativas do empreendimento,,
R.237,,LAC1,EIA,4. Caracterização do Empreendimento/Atividade e Aspectos Ambientais,4.1 Introdução e Contexto do Empreendimento,"O documento descreve claramente o empreendimento (objetivo, porte, justificativa e cronograma)?","b) Caracterização completa (tipo, porte, finalidade e objetivos)",,
R.238,,LAC1,EIA,4. Caracterização do Empreendimento/Atividade e Aspectos Ambientais,4.1 Introdução e Contexto do Empreendimento,"O documento descreve claramente o empreendimento (objetivo, porte, justificativa e cronograma)?",c) Cronograma físico-financeiro estimado (todas as fases),,
R.239,,LAC1,EIA,4. Caracterização do Empreendimento/Atividade e Aspectos Ambientais,4.1 Introdução e Contexto do Empreendimento,"O documento descreve claramente o empreendimento (objetivo, porte, justificativa e cronograma)?",d) Contextualização do empreendimento no âmbito regional,,
R.240,,LAC1,EIA,4. Caracterização do Empreendimento/Atividade e Aspectos Ambientais,4.2 Localização e Mapeamento,"Os mapas georreferenciados (1:50.000 e 1:10.000) contêm todas as informações exigidas, como limites, infraestrutura, APPs, rede hidrográfica e pontos de intervenção?","a) Mapa georreferenciado em escala 1:50.000 (ou maior) contendo:
⦁Limites municipais e áreas urbanas/rurais.
⦁ Principais acessos e infraestrutura do entorno.
⦁ Rede hidrográfica, APPs, Reserva Legal.",,
R.241,,LAC1,EIA,4. Caracterização do Empreendimento/Atividade e Aspectos Ambientais,4.2 Localização e Mapeamento,"Os mapas georreferenciados (1:50.000 e 1:10.000) contêm todas as informações exigidas, como limites, infraestrutura, APPs, rede hidrográfica e pontos de intervenção?","b) Mapa detalhado em escala 1:10.000 (ou maior) com:
⦁ Limites patrimoniais e propriedades confrontantes.
⦁  Poligonais da ANM (se minerário).
⦁ Infraestruturas previstas (canteiros, vias, áreas de lavra, disposição de resíduos, etc.).
⦁ Pontos de captação de água, lançamento de efluentes e monitoramento.",,
